x,y,polygon_id,image_id,class_selected,class_AI
210.14242283992633,94.25673137132122,1,1,Hamburg,Hamburg
210.14242283992633,94.25673137132122,1,1,Hamburg,Hamburg
134.7947691777155,269.5854727614277,1,1,Hamburg,Hamburg
134.7947691777155,269.5854727614277,1,1,Hamburg,Hamburg
387.1217953953518,283.6117720726362,1,1,Hamburg,Hamburg
387.1217953953518,283.6117720726362,1,1,Hamburg,Hamburg
217.15150690152734,216.98685034439575,3,1,Hamburg,Hamburg
217.15150690152734,216.98685034439575,3,1,Hamburg,Hamburg
166.33564745492004,381.7958672510958,3,1,Hamburg,Hamburg
166.33564745492004,381.7958672510958,3,1,Hamburg,Hamburg
255.7014692403329,381.7958672510958,3,1,Hamburg,Hamburg
255.7014692403329,381.7958672510958,3,1,Hamburg,Hamburg
