x,y,polygon_id,image_id,class_selected,class_AI
246.90555559097447,123.0683416516872,3,1,Jerusalem,Jerusalem
246.90555559097447,123.0683416516872,3,1,Jerusalem,Jerusalem
123.82278860790464,321.76229028033333,3,1,Jerusalem,Jerusalem
123.82278860790464,321.76229028033333,3,1,Jerusalem,Jerusalem
349.2714212006563,354.6747848384526,3,1,Jerusalem,Jerusalem
349.2714212006563,354.6747848384526,3,1,Jerusalem,Jerusalem
28.768770541771502,277.87896420284096,5,1,Jerusalem,Jerusalem
28.768770541771502,277.87896420284096,5,1,Jerusalem,Jerusalem
144.53968998129264,413.1858862751091,5,1,Jerusalem,Jerusalem
144.53968998129264,413.1858862751091,5,1,Jerusalem,Jerusalem
86.04490963290303,322.9812715602636,5,1,Jerusalem,Jerusalem
86.04490963290303,322.9812715602636,5,1,Jerusalem,Jerusalem
